OID_,World Port Index Number,Region Name,Main Port Name,Alternate Port Name,UN/LOCODE,Country Code,World Water Body,IHO S-130 Sea Area,Sailing Direction or Publication,Publication Link,Standard Nautical Chart,IHO S-57 Electronic Navigational Chart,IHO S-101 Electronic Navigational Chart,Digital Nautical Chart,Tidal Range (m),Entrance Width (m),Channel Depth (m),Anchorage Depth (m),Cargo Pier Depth (m),Oil Terminal Depth (m),Liquified Natural Gas Terminal Depth (m),Maximum Vessel Length (m),Maximum Vessel Beam (m),Maximum Vessel Draft (m),Offshore Maximum Vessel Length (m),Offshore Maximum Vessel Beam (m),Offshore Maximum Vessel Draft (m),Harbor Size,Harbor Type,Harbor Use,Shelter Afforded,Entrance Restriction - Tide,Entrance Restriction - Heavy Swell,Entrance Restriction - Ice,Entrance Restriction - Other,Overhead Limits,Underkeel Clearance Management System,Good Holding Ground,Turning Area,Port Security,Estimated Time of Arrival Message,Quarantine - Pratique,Quarantine - Sanitation,Quarantine - Other,Traffic Separation Scheme,Vessel Traffic Service,First Port of Entry,US Representative,Pilotage - Compulsory,Pilotage - Available,Pilotage - Local Assistance,Pilotage - Advisable,Tugs - Salvage,Tugs - Assistance,Communications - Telephone,Communications - Telefax,Communications - Radio,Communications - Radiotelephone,Communications - Airport,Communications - Rail,Search and Rescue,NAVAREA,Facilities - Wharves,Facilities - Anchorage,Facilities - Dangerous Cargo Anchorage,Facilities - Med Mooring,Facilities - Beach Mooring,Facilities - Ice Mooring,Facilities - Ro-Ro,Facilities - Solid Bulk,Facilities - Liquid Bulk,Facilities - Container,Facilities - Breakbulk,Facilities - Oil Terminal,Facilities - LNG Terminal,Facilities - Other,Medical Facilities,Garbage Disposal,Chemical Holding Tank Disposal,Degaussing,Dirty Ballast Disposal,Cranes - Fixed,Cranes - Mobile,Cranes - Floating,Cranes Container,Lifts - 100+ Tons,Lifts - 50-100 Tons,Lifts - 25-49 Tons,Lifts - 0-24 Tons,Services - Longshoremen,Services - Electricity,Services -Steam,Services - Navigation Equipment,Services - Electrical Repair,Services - Ice Breaking,Services -Diving,Supplies - Provisions,Supplies - Potable Water,Supplies - Fuel Oil,Supplies - Diesel Oil,Supplies - Aviation Fuel,Supplies - Deck,Supplies - Engine,Repairs,Dry Dock,Railway,Latitude,Longitude
20,6670,United States E Coast -- 6585,Corea, , ,United States,North Atlantic Ocean, ,U.S. Coast Pilot 1 - Atlantic Coast: Eastport ME to Cape Cod MA,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp1/CPB1_WEB.pdf,13324, , ,"a1806700, coa18b, gen18a",3.4,0,1.8,1.8,1.8,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,Yes,Yes,Yes,Yes,No,Unknown,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,No,No,No,Yes,Unknown,Unknown,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,44.399999999999999,-67.966667
21,59550,Philippine Islands -- 57960,Margosatubig, , ,Philippines,Celebes Sea; North Pacific Ocean, ,Sailing Directions Pub. 162 (Enroute) - Philippine Islands,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub162bk.pdf&type=view,92190, , ,"coa11h, gen11b",5,0,17.1,23.2,3.4,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Excellent,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,XI,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,7.583333000000000,123.166667000000004
22,45635,Algeria -- 45470,Arzew El Djedid, , ,Algeria,Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 131 (Enroute) - Western Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub131bk.pdf&type=view,52262, , ,"a0845640, coa08o, gen08b, h0845630",0,0,7.9,23.2,0,12.5,0,0,0,0,0,0,0,Small,Coastal (Breakwater),Unknown,Poor,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,No,Unknown,Yes,Unknown,Yes,Yes,Unknown,III,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,None,Unknown,Small,35.816667000000002,-0.25
23,45822,Senegal -- 45817,Karabane,Carabane, ,Senegal,North Atlantic Ocean, ,Sailing Directions Pub. 143 (Enroute) - West Coast of Europe and Northwest Africa,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub143bk.pdf&type=view,51560, , ,"coa01b, gen01a",1,0,3.4,9.4,3.4,7.9,0,0,0,0,0,0,0,Very Small,River (Natural),Unknown,Good,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,II,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,12.566667000000001,-16.666667
24,14175,Chile -- 14070,Caleta Mina Elena,Mina Elena, ,Chile,South Pacific Ocean, ,Sailing Directions Pub. 124 (Enroute) - East Coast of South America,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub124bk.pdf&type=view,22410, , ,"coa07h, gen07a",0,0,0,7.9,0,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,No,No,No,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,XV,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-52.683333,-71.9
25,6970,United States E Coast -- 6585,Monhegan, , ,United States,North Atlantic Ocean, ,U.S. Coast Pilot 1 - Atlantic Coast: Eastport ME to Cape Cod MA,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp1/CPB1_WEB.pdf,13301, , ,"a1806920, coa18a, gen18a",2.7,0,3.4,3.4,3.4,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Poor,Yes,No,No,Yes,No,Unknown,No,Unknown,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Yes,No,No,Yes,Unknown,Unknown,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,43.766666999999998,-69.316667
26,6710,United States E Coast -- 6585,Northeast Harbor, , ,United States,North Atlantic Ocean, ,U.S. Coast Pilot 1 - Atlantic Coast: Eastport ME to Cape Cod MA,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp1/CPB1_WEB.pdf,13321, , ,"a1806700, coa18b, gen18a",0,0,3.4,3.4,1.8,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,No,No,No,Yes,No,Unknown,Yes,Yes,Unknown,No,Yes,No,Unknown,Unknown,Unknown,Yes,No,Yes,Yes,Unknown,Unknown,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Limited,Unknown,Unknown,44.299999999999997,-68.283333
27,6800,United States E Coast -- 6585,Bucks Harbor,South Brooksville, ,United States,North Atlantic Ocean, ,U.S. Coast Pilot 1 - Atlantic Coast: Eastport ME to Cape Cod MA,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp1/CPB1_WEB.pdf,13309, , ,"a1806920, coa18a, gen18a",0,0,6.4,11,3.4,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Good,No,No,No,Yes,No,Unknown,Yes,Unknown,Unknown,No,Yes,No,Unknown,Unknown,Unknown,No,No,No,No,Unknown,Unknown,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,44.333333000000003,-68.733333
28,6830,United States E Coast -- 6585,Matinicus, , ,United States,North Atlantic Ocean, ,U.S. Coast Pilot 1 - Atlantic Coast: Eastport ME to Cape Cod MA,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp1/CPB1_WEB.pdf,13303, , ,"a1806920, coa18a, gen18a",2.7,0,6.4,3.4,1.8,0,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),Unknown,Fair,Yes,No,No,Yes,No,Unknown,Unknown,Unknown,Unknown,No,Yes,No,Unknown,Unknown,Unknown,No,No,No,No,Unknown,Unknown,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,43.866667000000000,-68.883333
29,49460,India East Coast -- 49310,Machilipatnam, , ,India,Bay of Bengal; Indian Ocean, ,Sailing Directions Pub. 173 (Enroute) - India and the Bay of Bengal,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub173bk.pdf&type=view,63280, , ,"coa03l, gen03a, h0349460",1,0,14,14,12.5,14,0,0,0,0,0,0,0,Very Small,Open Roadstead,Unknown,Poor,No,Yes,No,Yes,No,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,No,No,No,No,Unknown,Yes,Unknown,Yes,Yes,Unknown,Unknown,Yes,Unknown,VIII,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Limited,Unknown,Small,16.149999999999999,81.166667000000004
30,49875,Malaysia -- 49820,Malong Marine Terminal, , ,Malaysia,South China Sea; North Pacific Ocean, ,Sailing Directions Pub. 161 (Enroute) - South China Sea and Gulf of Thailand,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub161bk.pdf&type=view,93110, , ,"coa03b, gen03a",3,0,23.2,23.2,0,23.2,0,0,0,0,0,0,0,Very Small,Open Roadstead,Unknown,Poor,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Yes,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,XI,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,No,No,Unknown,Unknown,Unknown,Unknown,None,Unknown,Unknown,4.633333000000000,104.816666999999995
31,63090,Antarctica -- 63060,Admiralty Bay, , ,Antarctica,Bransfield Strait; Drake Passage; South Atlantic Ocean, ,Sailing Directions Pub. 200 (Planning Guide & Enroute) - Antarctica,https://msi.geo.nga.mil/api/publications/download?key=16694492/SFH00000/Pub200bk.pdf&type=view,29101, , ,"coa29c, gen29c",0,0,23.2,23.2,0,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Good,Unknown,Unknown,Yes,Unknown,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,VI,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-62.083333,-58.416667
32,63110,Antarctica -- 63060,Melchior Harbor, , ,Antarctica,South Pacific Ocean, ,Sailing Directions Pub. 200 (Planning Guide & Enroute) - Antarctica,https://msi.geo.nga.mil/api/publications/download?key=16694492/SFH00000/Pub200bk.pdf&type=view,29106, , ,"coa29c, gen29c",0,0,4.9,23.2,0,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Poor,Unknown,Yes,Yes,Unknown,No,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,VI,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,None,Unknown,Unknown,-64.316667,-63
33,7900,United States E Coast -- 6585,Grasselli, , ,United States,North Atlantic Ocean, ,U.S. Coast Pilot 2 - Atlantic Coast: Cape Cod MA to Sandy Hook NJ,https://nauticalcharts.noaa.gov/publications/coast-pilot/files/cp2/CPB2_WEB.pdf,12333, , ,"a1707640, coa17c, h1707810",1.5,0,9.4,9.4,9.4,0,0,0,0,0,0,0,0,Small,River (Natural),Unknown,Good,No,No,No,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Yes,No,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,IV,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,40.616667000000000,-74.2
34,44807,Italy -- 40345,Aksaz Limani, , ,Turkey,Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view,54425, , ,"a1044805, coa10c, gen10b, h1044808",0,0,23.2,0,0,0,0,0,0,0,0,0,0,Small,Coastal (Natural),Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,No,Unknown,III,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Limited,Small,Unknown,36.833333000000003,28.383333000000000
35,46239,Nigeria -- 46120,Egina Oil Terminal, , ,Nigeria,Gulf of Guinea; North Atlantic Ocean, ,Sailing Directions Pub. 123 (Enroute) - Southwest Coast of Africa,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub123bk.pdf&type=view,57140, , ,"coa01a, gen01b",0,0,23.2,23.2,7.9,23.2,0,0,0,0,0,0,0,Very Small,Open Roadstead,Unknown,Poor,No,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,II,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,3.066667000000000,6.700000000000000
36,47625,Madagascar -- 47350,Antsohim Bondrona, , ,Madagascar,Mozambique Channel; Indian Ocean, ,Sailing Directions Pub. 171 (Enroute) - East Africa and the South Indian Ocean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub171bk.pdf&type=view,61410, , ,"coa02h, gen02b",0,0,7.9,7.9,7.9,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,VII,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Limited,Unknown,Unknown,-13.083333,48.833333000000003
37,42180,Greece East Coast -- 42010,Ayios Nikolaos,Arapis, ,Greece,Aegean Sea; Mediterranean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 132 (Enroute) - Eastern Mediterranean,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub132bk.pdf&type=view,54339, , ,"a0942050, coa09d, gen09, h0942230",0,0,9.4,12.5,7.9,0,0,0,0,0,0,0,0,Very Small,Coastal (Breakwater),Unknown,Fair,No,No,No,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,III,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Major,Small,Unknown,37.983333000000002,23.533332999999999
38,43384,Turkey Europe -- 43325,Borusan Fertilizer Jetty, , ,Turkey,Sea of Marmara; Mediterranean Sea; North Atlantic Ocean, ,Admiralty Sailing Directions - NP24 - Black Sea and Sea of Azov Pilot (United Kingdom Hydrographic Office),https://msi.geo.nga.mil/Publications/SDEnroute,55043, , ,"a1043410, coa10c, gen10b",0,0,0,23.2,6.4,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Fair,Unknown,Unknown,Unknown,Yes,No,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,III,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Yes,Yes,Yes,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Yes,Yes,Unknown,Unknown,Unknown,Limited,Unknown,Unknown,40.416666999999997,29.100000000000001
39,63070,Antarctica -- 63060,Ellefsen Harbor, , ,Antarctica,Scotia Sea; South Atlantic Ocean, ,Sailing Directions Pub. 200 (Planning Guide & Enroute) - Antarctica,https://msi.geo.nga.mil/api/publications/download?key=16694492/SFH00000/Pub200bk.pdf&type=view,29107, , ,"a2963070, coa29d, gen29c, h2963070",0,0,11,23.2,0,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Good,Unknown,Unknown,Yes,Yes,No,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,VI,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-60.733333,-45.033333
40,63120,Antarctica -- 63060,Andersen Harbor, , ,Antarctica,South Pacific Ocean, ,Sailing Directions Pub. 200 (Planning Guide & Enroute) - Antarctica,https://msi.geo.nga.mil/api/publications/download?key=16694492/SFH00000/Pub200bk.pdf&type=view,29106, , ,"coa29c, gen29c",0,0,23.2,20.1,0,0,0,0,0,0,0,0,0,Very Small,Coastal (Natural),Unknown,Poor,Unknown,Yes,Yes,Unknown,No,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,VI,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,-64.316667,-62.933333
41,11360,St Martin -- 11355,Baie Du Marigot, , ,France,Caribbean Sea; North Atlantic Ocean, ,Sailing Directions Pub. 147 (Enroute) - Caribbean Sea - Volume I,https://msi.geo.nga.mil/api/publications/download?key=16694491/SFH00000/Pub147bk.pdf&type=view,25608, , ,"a1611370, coa16b, gen16, h1611370",2,0,6.4,6.4,4.9,0,0,0,0,0,0,0,0,Very Small,Open Roadstead,Unknown,Good,No,No,No,Yes,No,Unknown,Yes,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Yes,Unknown,Unknown,IV,Unknown,Yes,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Yes,Unknown,Unknown,Unknown,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,18.066666999999999,-63.083333
